,loss
0,13.17507216334343
1,5.223838746547699
2,4.210870012640953
3,3.6957853361964226
4,3.1664499565958977
5,2.8184238597750664
6,2.5875435806810856
7,2.3507103994488716
8,2.151785407215357
9,2.0009759478271008
10,1.8893084190785885
11,1.7771118320524693
12,1.6703432500362396
13,1.5666009560227394
14,1.4960593283176422
15,1.4618191048502922
16,1.3737911600619555
17,1.3470026068389416
18,1.2856872286647558
19,1.2598774954676628
20,1.2848127726465464
21,1.2176904752850533
22,1.1593316849321127
23,1.122240824624896
24,1.107832444831729
25,1.0892100296914577
26,1.0673491768538952
27,1.0458605606108904
28,1.0397557727992535
29,1.0145202595740557
30,1.0232014544308186
31,0.9901535138487816
32,0.9889494441449642
33,0.9707566555589437
34,0.9532525110989809
35,0.9348809905350208
36,0.94792958535254
37,0.9261929001659155
38,1.0049680937081575
39,0.9293605610728264
40,0.9098385330289602
41,0.8892468903213739
42,0.8864558693021536
43,0.8704126682132483
44,0.858744740486145
45,0.8641282729804516
46,0.8580687865614891
47,0.8450650777667761
48,0.8410586602985859
49,0.8546805363148451
50,0.8489146437495947
51,0.8257996384054422
52,0.8225108180195093
53,0.818522522225976
54,0.8167189937084913
55,0.8037063255906105
56,0.8083271495997906
57,0.8010769933462143
58,0.7935369350016117
59,0.783558270893991
60,0.7777091283351183
61,0.7709944453090429
62,0.7737810853868723
63,0.7782942270860076
64,0.7569288332015276
65,0.7528871037065983
66,0.7526192329823971
67,0.7457739356905222
68,0.7418289501219988
69,0.7384976409375668
70,0.728977176360786
71,0.7287656404078007
72,0.7268757615238428
73,0.732423571869731
74,0.7273289328441024
75,0.7302780486643314
76,0.718158595263958
77,0.717370598576963
78,0.7055023591965437
79,0.7150517795234919
80,0.7179260794073343
81,0.7076019523665309
82,0.7000832613557577
83,0.7062698882073164
84,0.6926222024485469
85,0.6925932383164763
86,0.6910254303365946
87,0.7046464839950204
88,0.690222361125052
89,0.6887801894918084
90,0.6870483560487628
91,0.6926626153290272
92,0.6886286186054349
93,0.6826960518956184
94,0.6839537722989917
95,0.6803604988381267
96,0.6744724558666348
97,0.6809100061655045
98,0.6776270074769855
99,0.6736091012135148
100,0.6737498007714748
101,0.6692657489329576
102,0.6672878488898277
103,0.665464592166245
104,0.6656488012522459
105,0.6656854581087828
106,0.6604408603161573
107,0.6612318810075521
108,0.6577230961993337
109,0.6993279214948416
110,0.6804333562031388
111,0.658001665957272
112,0.6568247647956014
113,0.6504774671047926
114,0.6518678646534681
115,0.6499871099367738
116,0.649752358905971
117,0.6462443629279733
118,0.6458114385604858
119,0.6474744454026222
120,0.6454465063288808
121,0.6482723448425531
122,0.6487997900694609
123,0.6545334784314036
124,0.6496243895962834
125,0.6469652019441128
126,0.6460311897099018
127,0.6405260674655437
128,0.641465931199491
129,0.638810115866363
130,0.6418950892984867
131,0.6353598907589912
132,0.6406408399343491
133,0.6395544046536088
134,0.6374444160610437
135,0.6361819766461849
136,0.6413956042379141
137,0.6407743189483881
138,0.636502169072628
139,0.6393540408462286
140,0.6347974380478263
141,0.642158075235784
142,0.6401065597310662
143,0.6336550461128354
144,0.6317326733842492
145,0.630915661342442
146,0.6329047186300159
147,0.6306492192670703
148,0.6280947457998991
149,0.6293738866224885
150,0.6313609490171075
151,0.6288400981575251
152,0.6318938340991735
153,0.6296506728976965
154,0.6295607583597302
155,0.629823918454349
156,0.6346388552337885
157,0.6256970558315516
158,0.6249067271128297
159,0.6257909955456853
160,0.623003251850605
161,0.6247951481491327
162,0.6274421121925116
163,0.6335959667339921
164,0.6243606936186552
165,0.6211014240980148
166,0.6230081599205732
167,0.6214621029794216
168,0.6235413402318954
169,0.621900106780231
170,0.6178452018648386
171,0.6175444228574634
172,0.6195965344086289
173,0.6191696580499411
174,0.6211232459172606
175,0.6214300217106938
176,0.6209898497909307
177,0.6164938416332006
178,0.6184175843372941
179,0.614692959934473
180,0.6168309086933732
181,0.6175833502784371
182,0.6163197178393602
183,0.6152340807020664
184,0.6164878280833364
185,0.6199993900954723
186,0.6149446060881019
187,0.6165764834731817
188,0.6167169231921434
189,0.6175535470247269
190,0.6185482675209641
191,0.6120918514207006
192,0.6122881975024939
193,0.6107961507514119
194,0.6129258247092366
195,0.6097749443724751
196,0.614528089761734
197,0.6111196409910917
198,0.616203835234046
199,0.6123426919803023
200,0.6107076480984688
201,0.6118712825700641
202,0.6134720714762807
203,0.6121518332511187
204,0.6089000822976232
205,0.6076399777084589
206,0.6082062907516956
207,0.6120378281921148
208,0.6154349418357015
209,0.6083545405417681
210,0.6078478582203388
211,0.6116809267550707
212,0.6078009223565459
213,0.6089940620586276
214,0.6077211918309331
215,0.6052525965496898
216,0.6102539794519544
217,0.6060019191354513
218,0.605679826810956
219,0.6051382729783654
220,0.6096135471016169
221,0.6089923102408648
222,0.6039092009887099
223,0.6071367310360074
224,0.6036903718486428
225,0.6053381646052003
226,0.6058291988447309
227,0.6060499250888824
228,0.6061578765511513
229,0.6075349980965257
230,0.606095016002655
231,0.6058033360168338
232,0.6106008356437087
233,0.6052883630618453
234,0.6037109261378646
235,0.6042686020955443
236,0.6054578181356192
237,0.6009686747565866
238,0.599580348469317
239,0.6026490461081266
240,0.6058209277689457
241,0.6008109366521239
242,0.6018460355699062
243,0.598577581346035
244,0.6005525002256036
245,0.6037087142467499
246,0.6018698187544942
247,0.5986466119065881
248,0.5993987694382668
249,0.600603686645627
250,0.601247526705265
251,0.6022957637906075
252,0.602836555801332
253,0.6006347946822643
254,0.606188596226275
255,0.6057811873033643
256,0.6015116963535547
257,0.6001944271847606
258,0.5958027569577098
259,0.5973310433328152
260,0.5977931767702103
261,0.5972642954438925
262,0.6000085761770606
263,0.6003664853051305
264,0.6004324927926064
265,0.6003875704482198
266,0.5949852615594864
267,0.5956648057326674
268,0.5972776990383863
269,0.6007275963202119
270,0.5982828959822655
271,0.5977335749194026
272,0.5954710748046637
273,0.5984673639759421
274,0.5970378704369068
275,0.5949751390144229
276,0.5987411122769117
277,0.5975356251001358
278,0.6006036614999175
279,0.5955312456935644
280,0.5944509990513325
281,0.5964123168960214
282,0.5952745722606778
283,0.5945048481225967
284,0.5936351288110018
285,0.5936010535806417
286,0.5949514452368021
287,0.5944733675569296
288,0.5944936657324433
289,0.5956146093085408
290,0.5934295412153006
291,0.5957754114642739
292,0.5988065144047141
293,0.594341142103076
294,0.5972024593502283
295,0.5944813452661037
296,0.595526878722012
297,0.5946855582296848
298,0.5948294745758176
299,0.597461293451488
