,loss
0,15.66624541580677
1,6.56547024846077
2,5.318436861038208
3,4.419247932732105
4,3.934216558933258
5,3.42754128575325
6,3.090651258826256
7,2.769257888197899
8,2.534619178622961
9,2.2765812762081623
10,2.1093157045543194
11,2.0106852650642395
12,1.8596601784229279
13,1.7389456555247307
14,1.654236625880003
15,1.5916122235357761
16,1.5398055016994476
17,1.453660674393177
18,1.3883489146828651
19,1.3924088887870312
20,1.303358320146799
21,1.238399013876915
22,1.2225776333361864
23,1.183038579300046
24,1.1571885030716658
25,1.1220848131924868
26,1.1104344930499792
27,1.1425385996699333
28,1.063019661232829
29,1.0405489057302475
30,1.0332275982946157
31,1.0260417331010103
32,1.0059003457427025
33,0.9942683819681406
34,0.9691186305135489
35,0.9692301172763109
36,0.9660351350903511
37,0.9397722650319338
38,0.9274229854345322
39,0.9094307124614716
40,0.9101399444043636
41,0.8980370815843344
42,0.9074530117213726
43,0.8910939823836088
44,0.8756647016853094
45,0.8746971189975739
46,0.8652131743729115
47,0.8538943957537413
48,0.8439934700727463
49,0.829927172511816
50,0.829084349796176
51,0.8433576710522175
52,0.8195659518241882
53,0.8087467476725578
54,0.8054527714848518
55,0.7955404482781887
56,0.7926859967410564
57,0.787262687459588
58,0.7963992096483707
59,0.7772874440997839
60,0.7739793490618467
61,0.7817126866430044
62,0.7633916046470404
63,0.7514353534206748
64,0.7458426058292389
65,0.7517778780311346
66,0.7392192650586367
67,0.7435590196400881
68,0.73407675139606
69,0.7425355445593596
70,0.7279021553695202
71,0.7248558588325977
72,0.7263764422386885
73,0.7187107857316732
74,0.7132077906280756
75,0.710764273069799
76,0.7141071856021881
77,0.7000287985429168
78,0.7015389949083328
79,0.7015450801700354
80,0.6991939255967736
81,0.6960704112425447
82,0.6946959123015404
83,0.6945670992136002
84,0.6990326521918178
85,0.6896467106416821
86,0.6805183654651046
87,0.6788139939308167
88,0.6731536285951734
89,0.6748730847612023
90,0.6768777696415782
91,0.6749488096684217
92,0.6761984750628471
93,0.6696090679615736
94,0.6656969096511602
95,0.6650192672386765
96,0.6677115019410849
97,0.6675392696633935
98,0.6588305160403252
99,0.6545612849295139
100,0.6561438944190741
101,0.6541220564395189
102,0.6576543226838112
103,0.6861003143712878
104,0.6627261778339744
105,0.6593515295535326
106,0.6489215288311243
107,0.6442139353603125
108,0.6408930299803615
109,0.6436873991042376
110,0.6394788743928075
111,0.6411220813170075
112,0.6465149391442537
113,0.6425361251458526
114,0.6406492693349719
115,0.6363640893250704
116,0.6338388547301292
117,0.6369155626744032
118,0.6342770988121629
119,0.6367634385824203
