,loss
0,14.165677309036255
1,9.910240083932877
2,8.165247544646263
3,6.907994195818901
4,6.045968785881996
5,5.334160104393959
6,4.700789578258991
7,4.193356618285179
8,3.7989588007330894
9,3.405062861740589
10,3.0718995481729507
11,2.800862245261669
12,2.5574748255312443
13,2.376976702362299
14,2.184024002403021
15,2.030923143029213
16,1.9019913971424103
17,1.7652858011424541
18,1.6639038808643818
19,1.5823378935456276
20,1.5081556551158428
21,1.467366348952055
22,1.38711092248559
23,1.330087162554264
24,1.252723228186369
25,1.2089290600270033
26,1.1817855332046747
27,1.153799282386899
28,1.1158023793250322
29,1.0578200165182352
30,1.0870366655290127
31,1.0426785741001368
32,1.0033814441412687
33,0.9644851554185152
34,0.955540219321847
35,0.9527668971568346
36,0.933903044089675
37,0.921181308105588
38,0.9021665751934052
39,0.8692449182271957
40,0.8521737940609455
41,0.8652810547500849
42,0.8775327764451504
43,0.8413657192140818
44,0.8338380381464958
45,0.8593018092215061
46,0.8427159413695335
47,0.8248952031135559
48,0.8242292571812868
49,0.8072297889739275
50,0.8026856239885092
51,0.8170711733400822
52,0.8112601470202208
53,0.8061188403517008
54,0.7998108919709921
55,0.7956147342920303
56,0.7917797453701496
57,0.7824310380965471
58,0.7685345029458404
59,0.7742550987750292
60,0.7873891843482852
61,0.7822837512940168
62,0.7805925570428371
63,0.7649589255452156
64,0.777651583775878
65,0.7917640786617994
66,0.7678945921361446
67,0.7610862478613853
68,0.7356759514659643
69,0.7523971069604158
70,0.7520891707390547
71,0.7286475459113717
72,0.7392555680125952
73,0.7479518009349704
74,0.7456002458930016
75,0.7549443896859884
76,0.7399126421660185
77,0.7387488605454564
78,0.7324576759710908
79,0.7239265330135822
80,0.7222202541306615
81,0.7304341057315469
82,0.7172886617481709
83,0.7183211529627442
84,0.7088032700121403
85,0.7167863715440035
86,0.7321957051753998
87,0.7312158290296793
88,0.7062050588428974
89,0.709394808858633
90,0.7060810774564743
91,0.6920659383758903
92,0.7228662651032209
93,0.7173936339095235
94,0.7321201097220182
95,0.713163461536169
96,0.703318334184587
97,0.7168915821239352
98,0.7118331110104918
99,0.6992788342759013
100,0.685156730003655
101,0.6918706772848964
102,0.6741730263456702
103,0.6889956323429942
104,0.688744755461812
105,0.6907562026754022
106,0.6908381106331944
107,0.6808647504076362
108,0.6787993842735887
109,0.6938474047929049
110,0.7072968352586031
111,0.6715731751173735
112,0.6675108317285776
113,0.6904512038454413
114,0.6787027446553111
115,0.6873167250305414
116,0.6773636545985937
117,0.6565257180482149
118,0.6568114208057523
119,0.6622472992166877
120,0.6776427756994963
121,0.665622116997838
122,0.6584179997444153
123,0.6654081884771585
124,0.6507994486019015
125,0.6600154377520084
126,0.6658266568556428
127,0.6549579491838813
128,0.6610218435525894
129,0.6518862014636397
130,0.6665639979764819
131,0.6453464515507221
132,0.655638468451798
133,0.6325301136821508
134,0.6347951414063573
135,0.6384874936193228
136,0.6607666853815317
137,0.6444842210039496
138,0.6318896906450391
139,0.6391514167189598
140,0.6436569495126605
141,0.6326658381149173
142,0.6258668750524521
143,0.652264691889286
144,0.6996437627822161
145,0.6427107509225607
146,0.6230001738294959
147,0.6169814942404628
148,0.6247178642079234
149,0.6330109210684896
150,0.6133115366101265
151,0.6269533280283213
152,0.6257396545261145
153,0.6216618549078703
154,0.6126393740996718
155,0.6078912690281868
156,0.6233117021620274
157,0.610595746897161
158,0.6137240314856172
159,0.6076450049877167
160,0.6167071368545294
161,0.6135073723271489
162,0.6135354479774833
163,0.6142633771523833
164,0.5997325023636222
165,0.6056859046220779
166,0.5991957345977426
167,0.613995005376637
168,0.5952239567413926
169,0.606298471800983
170,0.5923633091151714
171,0.5983958542346954
172,0.5983954267576337
173,0.5848219329491258
174,0.5894882520660758
175,0.5927093224599957
176,0.638545454479754
177,0.6189884450286627
178,0.6065567154437304
179,0.5752041144296527
180,0.5690601691603661
181,0.5752420825883746
182,0.5658741760998964
183,0.579940284602344
184,0.5724952286109328
185,0.5639083934947848
186,0.5734175695106387
187,0.5745398420840502
188,0.5855055544525385
189,0.5896990289911628
190,0.5670298123732209
191,0.5653546871617436
192,0.5587630420923233
193,0.5664733638986945
194,0.5890806652605534
195,0.5812912648543715
196,0.5574159631505609
197,0.5485072536394
198,0.5637522032484412
199,0.5703616132959723
200,0.5629917895421386
201,0.5476839942857623
202,0.5592654403299093
203,0.5660599218681455
204,0.5431913752108812
205,0.5435858247801661
206,0.5403726492077112
207,0.529318742454052
208,0.5552661065012217
209,0.5607482371851802
210,0.580399596132338
211,0.5740567166358232
212,0.5461500575765967
213,0.5248222714290023
214,0.5326174162328243
215,0.5383357955142856
216,0.5454253274947405
217,0.5295620439574122
218,0.5396683737635612
219,0.5224879253655672
220,0.5257524056360126
221,0.5186911793425679
222,0.5232924623414874
223,0.5170424953103065
224,0.5329445041716099
225,0.5107233198359609
226,0.5226803841069341
227,0.513097352348268
228,0.517681865952909
229,0.5339572178199887
230,0.5189247922971845
231,0.5130935395136476
232,0.5122666545212269
233,0.518760303966701
234,0.5408025849610567
235,0.5118417404592037
236,0.5085463402792811
237,0.5081343380734324
238,0.5051198489964008
239,0.5108076436445117
240,0.5106099508702755
241,0.5095317466184497
242,0.5202240543439984
243,0.5078870942816138
244,0.5055496050044894
245,0.5002187453210354
246,0.49346429482102394
247,0.49420253187417984
248,0.4945072242990136
249,0.49808021169155836
250,0.4914281442761421
251,0.49410963524132967
252,0.5065060304477811
253,0.49417775124311447
254,0.48771012108772993
255,0.48700135201215744
256,0.4884180463850498
257,0.49103640019893646
258,0.4886823631823063
259,0.4826541356742382
260,0.46581740118563175
261,0.47241309005767107
262,0.48423904459923506
263,0.4898831620812416
264,0.4809912582859397
265,0.48438240215182304
266,0.47131684236228466
267,0.48923079017549753
268,0.47355039324611425
269,0.46679732482880354
270,0.46622118167579174
271,0.4882995802909136
272,0.47474010195583105
273,0.46233893651515245
274,0.4727001301944256
275,0.4668723028153181
276,0.47393428534269333
277,0.4641894120723009
278,0.45163230784237385
279,0.4616365320980549
280,0.46607850957661867
281,0.46710018161684275
282,0.4975068662315607
283,0.4673741478472948
284,0.44407088961452246
285,0.43411647714674473
286,0.4479506490752101
287,0.451727831736207
288,0.4574328428134322
289,0.44180957693606615
290,0.43773712683469057
291,0.44830259401351213
292,0.4395990138873458
293,0.4552013920620084
294,0.44478791020810604
295,0.4498723717406392
296,0.4371381541714072
297,0.4267600644379854
298,0.4289952963590622
299,0.42652433924376965
